,Genome,Order,Family,Genus,VC,VC Status,Size,VC Subcluster,VC Subcluster Size,Quality,Adj P-value,Topology Confidence Score,Genera in VC,Families in VC,Orders in VC,Genus Confidence Score
162,Bacillus~virus~Riggi,Caudovirales,Siphoviridae,Andromedavirus,138_0,Clustered,8,VC_138_0,8,1.0,1.0,1.0,1,1,1,1.0
163,Bacillus~virus~SPO1,Caudovirales,Myoviridae,Spo1virus,102_0,Clustered,2,VC_102_0,2,0.281,0.95113058,0.2673,1,1,1,1.0
164,Bacillus~virus~Taylor,Caudovirales,Siphoviridae,Andromedavirus,138_0,Clustered,8,VC_138_0,8,1.0,1.0,1.0,1,1,1,1.0
165,Bacillus~virus~phi29,Caudovirales,Podoviridae,Phi29virus,47_0,Clustered,4,VC_47_0,4,0.3922,0.99975314,0.3921,2,1,1,1.0
166,Bacteriophage~APSE-2,Caudovirales,Podoviridae,Unassigned,141_0,Clustered,2,VC_141_0,2,0.145,0.9510919,0.138,1,1,1,1.0
167,Bacteriophage~Lily,Caudovirales,Siphoviridae,Lilyvirus,144_0,Clustered,2,VC_144_0,2,0.055,0.80800592,0.0444,2,2,1,1.0
168,Bacteroides~phage~B124-14,Caudovirales,Siphoviridae,Unassigned,145_0,Clustered,2,VC_145_0,2,0.5382,0.93964592,0.5057,1,1,1,1.0
169,Bacteroides~phage~B40-8,Caudovirales,Siphoviridae,Unassigned,145_0,Clustered,2,VC_145_0,2,0.5382,0.93964592,0.5057,1,1,1,1.0
170,Bdellovibrio~phage~phiMH2K,Unassigned,Microviridae,Bdellomicrovirus,67_0,Clustered,13,VC_67_0,13,0.8466,1.0,0.8466,3,1,1,1.0
171,Brevibacillus~phage~Abouo,Caudovirales,Myoviridae,Abouovirus,149_0,Clustered,5,VC_149_0,5,0.8219,0.99999932,0.8219,2,1,1,1.0
172,Brevibacillus~phage~Davies,Caudovirales,Myoviridae,Abouovirus,149_0,Clustered,5,VC_149_0,5,0.8219,0.99999932,0.8219,2,1,1,1.0
173,Brevibacillus~phage~Jenst,Caudovirales,Siphoviridae,Jenstvirus,98_1,Clustered/Singleton,1,VC_98_1,1,0.0,1.0,0.0,1,1,1,1.0
174,Brevibacillus~phage~Jimmer1,Caudovirales,Myoviridae,Jimmervirus,149_0,Clustered,5,VC_149_0,5,0.8219,0.99999932,0.8219,2,1,1,1.0
175,Brevibacillus~phage~Jimmer2,Caudovirales,Myoviridae,Jimmervirus,149_0,Clustered,5,VC_149_0,5,0.8219,0.99999932,0.8219,2,1,1,1.0
176,Brevibacillus~phage~Osiris,Caudovirales,Myoviridae,Jimmervirus,149_0,Clustered,5,VC_149_0,5,0.8219,0.99999932,0.8219,2,1,1,1.0
177,Brevibacillus~phage~Sundance,Caudovirales,Siphoviridae,Unassigned,103_0,Clustered/Singleton,1,VC_103_0,1,0.0,1.0,0.0,1,1,1,1.0
178,Brucella~phage~BiPBO1,Caudovirales,Siphoviridae,Unassigned,158_0,Clustered,2,VC_158_0,2,1.0,1.0,1.0,1,1,1,1.0
179,Brucella~phage~Pr,Caudovirales,Podoviridae,Prtbvirus,159_0,Clustered,2,VC_159_0,2,0.9278,0.87921671,0.8157,1,1,1,1.0
180,Brucella~phage~Tb,Caudovirales,Podoviridae,Prtbvirus,159_0,Clustered,2,VC_159_0,2,0.9278,0.87921671,0.8157,1,1,1,1.0
181,Burkholderia~phage~JG068,Caudovirales,Podoviridae,Unassigned,59_0,Clustered,15,VC_59_0,15,0.7425,1.0,0.7425,6,1,1,1.0
182,Burkholderia~phage~KL1,Caudovirales,Siphoviridae,Septima3virus,1_0,Clustered,12,VC_1_0,12,0.7432,1.0,0.7432,4,1,1,1.0
183,Burkholderia~phage~KL3,Caudovirales,Myoviridae,Peduovirus,63_0,Clustered,10,VC_63_0,10,0.3193,1.0,0.3193,2,1,1,1.0
184,Burkholderia~phage~KS14,Caudovirales,Myoviridae,Peduovirus,63_0,Clustered,10,VC_63_0,10,0.3193,1.0,0.3193,2,1,1,1.0
185,Burkholderia~phage~KS5,Caudovirales,Myoviridae,Peduovirus,63_0,Clustered,10,VC_63_0,10,0.3193,1.0,0.3193,2,1,1,1.0
186,Burkholderia~phage~ST79,Caudovirales,Myoviridae,Peduovirus,63_0,Clustered,10,VC_63_0,10,0.3193,1.0,0.3193,2,1,1,1.0
187,Burkholderia~virus~Bcep1,Caudovirales,Myoviridae,Bcep78virus,61_0,Clustered,4,VC_61_0,4,0.7642,0.99955772,0.7638,1,1,1,1.0
188,Burkholderia~virus~Bcep22,Caudovirales,Podoviridae,Bcep22virus,185_0,Clustered,4,VC_185_0,4,0.8027,0.99879268,0.8017,1,1,1,1.0
189,Burkholderia~virus~Bcep43,Caudovirales,Myoviridae,Bcep78virus,61_0,Clustered,4,VC_61_0,4,0.7642,0.99955772,0.7638,1,1,1,1.0
190,Burkholderia~virus~Bcep781,Caudovirales,Myoviridae,Bcep78virus,61_0,Clustered,4,VC_61_0,4,0.7642,0.99955772,0.7638,1,1,1,1.0
191,Burkholderia~virus~BcepNY3,Caudovirales,Myoviridae,Bcep78virus,61_0,Clustered,4,VC_61_0,4,0.7642,0.99955772,0.7638,1,1,1,1.0
192,Burkholderia~virus~Bcepil02,Caudovirales,Podoviridae,Bcep22virus,185_0,Clustered,4,VC_185_0,4,0.8027,0.99879268,0.8017,1,1,1,1.0
193,Burkholderia~virus~Bcepmigl,Caudovirales,Podoviridae,Bcep22virus,185_0,Clustered,4,VC_185_0,4,0.8027,0.99879268,0.8017,1,1,1,1.0
194,Burkholderia~virus~DC1,Caudovirales,Podoviridae,Bcep22virus,185_0,Clustered,4,VC_185_0,4,0.8027,0.99879268,0.8017,1,1,1,1.0
195,Burkholderia~virus~phi1026b,Caudovirales,Siphoviridae,E125virus,163_0,Clustered,3,VC_163_0,3,0.3458,0.99840778,0.3453,1,1,1,1.0
196,Burkholderia~virus~phi52237,Caudovirales,Myoviridae,P2virus,63_0,Clustered,10,VC_63_0,10,0.3193,1.0,0.3193,2,1,1,1.0
197,Burkholderia~virus~phi6442,Caudovirales,Siphoviridae,E125virus,163_0,Clustered,3,VC_163_0,3,0.3458,0.99840778,0.3453,1,1,1,1.0
198,Burkholderia~virus~phiE122,Caudovirales,Myoviridae,P2virus,63_0,Clustered,10,VC_63_0,10,0.3193,1.0,0.3193,2,1,1,1.0
199,Burkholderia~virus~phiE125,Caudovirales,Siphoviridae,E125virus,163_0,Clustered,3,VC_163_0,3,0.3458,0.99840778,0.3453,1,1,1,1.0
200,Burkholderia~virus~phiE202,Caudovirales,Myoviridae,P2virus,63_0,Clustered,10,VC_63_0,10,0.3193,1.0,0.3193,2,1,1,1.0
201,Campylobacter~phage~CP30A,Caudovirales,Myoviridae,Cp8virus,189_0,Clustered,6,VC_189_0,6,0.8559,0.99999995,0.8559,2,1,1,1.0
202,Campylobacter~phage~PC14,Caudovirales,Myoviridae,Fletchervirus,189_0,Clustered,6,VC_189_0,6,0.8559,0.99999995,0.8559,2,1,1,1.0
203,Campylobacter~phage~vB_CjeM_Los1,Caudovirales,Myoviridae,Fletchervirus,189_0,Clustered,6,VC_189_0,6,0.8559,0.99999995,0.8559,2,1,1,1.0
204,Campylobacter~virus~CP21,Caudovirales,Myoviridae,Cp220virus,190_0,Clustered,4,VC_190_0,4,0.7037,0.99990103,0.7036,1,1,1,1.0
205,Campylobacter~virus~CP220,Caudovirales,Myoviridae,Cp220virus,190_0,Clustered,4,VC_190_0,4,0.7037,0.99990103,0.7036,1,1,1,1.0
206,Campylobacter~virus~CP81,Caudovirales,Myoviridae,Cp8virus,189_0,Clustered,6,VC_189_0,6,0.8559,0.99999995,0.8559,2,1,1,1.0
207,Campylobacter~virus~CPX,Caudovirales,Myoviridae,Cp8virus,189_0,Clustered,6,VC_189_0,6,0.8559,0.99999995,0.8559,2,1,1,1.0
208,Campylobacter~virus~CPt10,Caudovirales,Myoviridae,Cp220virus,190_0,Clustered,4,VC_190_0,4,0.7037,0.99990103,0.7036,1,1,1,1.0
209,Campylobacter~virus~IBB35,Caudovirales,Myoviridae,Cp220virus,190_0,Clustered,4,VC_190_0,4,0.7037,0.99990103,0.7036,1,1,1,1.0
210,Campylobacter~virus~NCTC12673,Caudovirales,Myoviridae,Cp8virus,189_0,Clustered,6,VC_189_0,6,0.8559,0.99999995,0.8559,2,1,1,1.0
211,Caulobacter~phage~CcrColossus,Caudovirales,Siphoviridae,Unassigned,71_2,Clustered/Singleton,1,VC_71_2,1,0.0,1.0,0.0,1,1,1,1.0
212,Caulobacter~phage~Percy,Caudovirales,Podoviridae,Aqualcavirus,59_0,Clustered,15,VC_59_0,15,0.7425,1.0,0.7425,6,1,1,1.0
213,Caulobacter~virus~Karma,Caudovirales,Siphoviridae,Phicbkvirus,71_0,Clustered,4,VC_71_0,4,0.474,0.99216025,0.4703,1,1,1,1.0
214,Caulobacter~virus~Magneto,Caudovirales,Siphoviridae,Phicbkvirus,71_0,Clustered,4,VC_71_0,4,0.474,0.99216025,0.4703,1,1,1,1.0
215,Caulobacter~virus~Rogue,Caudovirales,Siphoviridae,Phicbkvirus,71_1,Clustered/Singleton,1,VC_71_1,1,0.0,1.0,0.0,1,1,1,1.0
216,Caulobacter~virus~Swift,Caudovirales,Siphoviridae,Phicbkvirus,71_0,Clustered,4,VC_71_0,4,0.474,0.99216025,0.4703,1,1,1,1.0
217,Caulobacter~virus~phiCbK,Caudovirales,Siphoviridae,Phicbkvirus,71_0,Clustered,4,VC_71_0,4,0.474,0.99216025,0.4703,1,1,1,1.0
218,Celeribacter~phage~P12053L,Caudovirales,Podoviridae,Unassigned,192_0,Clustered,2,VC_192_0,2,0.5465,0.92263554,0.5043,1,1,1,1.0
219,Cellulophaga~phage~phi10:1,Caudovirales,Siphoviridae,Unassigned,195_0,Clustered,2,VC_195_0,2,0.5272,0.91813282,0.4841,1,1,1,1.0
220,Cellulophaga~phage~phi12:1,Caudovirales,Siphoviridae,Cba181virus,197_0,Clustered,3,VC_197_0,3,1.0,1.0,1.0,1,1,1,1.0
221,Cellulophaga~phage~phi12:2,Unassigned,Microviridae,Unassigned,198_0,Clustered,2,VC_198_0,2,1.0,1.0,1.0,1,1,1,1.0
222,Cellulophaga~phage~phi12a:1,Unassigned,Microviridae,Unassigned,198_0,Clustered,2,VC_198_0,2,1.0,1.0,1.0,1,1,1,1.0
223,Cellulophaga~phage~phi13:2,Caudovirales,Podoviridae,Unassigned,194_0,Clustered,4,VC_194_0,4,0.9292,0.99955772,0.9288,1,1,1,1.0
224,Cellulophaga~phage~phi17:1,Caudovirales,Siphoviridae,Cba181virus,197_0,Clustered,3,VC_197_0,3,1.0,1.0,1.0,1,1,1,1.0
225,Cellulophaga~phage~phi17:2,Caudovirales,Podoviridae,Cba41virus,196_0,Clustered,2,VC_196_0,2,0.9507,0.89435023,0.8503,1,1,1,1.0
226,Cellulophaga~phage~phi18:1,Caudovirales,Siphoviridae,Cba181virus,197_0,Clustered,3,VC_197_0,3,1.0,1.0,1.0,1,1,1,1.0
227,Cellulophaga~phage~phi18:3,Caudovirales,Podoviridae,Unassigned,194_0,Clustered,4,VC_194_0,4,0.9292,0.99955772,0.9288,1,1,1,1.0
228,Cellulophaga~phage~phi19:1,Caudovirales,Siphoviridae,Unassigned,195_0,Clustered,2,VC_195_0,2,0.5272,0.91813282,0.4841,1,1,1,1.0
229,Cellulophaga~phage~phi19:3,Caudovirales,Podoviridae,Unassigned,194_0,Clustered,4,VC_194_0,4,0.9292,0.99955772,0.9288,1,1,1,1.0
230,Cellulophaga~phage~phi46:3,Caudovirales,Podoviridae,Unassigned,194_0,Clustered,4,VC_194_0,4,0.9292,0.99955772,0.9288,1,1,1,1.0
231,Cellulophaga~phage~phi4:1,Caudovirales,Podoviridae,Cba41virus,196_0,Clustered,2,VC_196_0,2,0.9507,0.89435023,0.8503,1,1,1,1.0
232,Chimpanzee~faeces~associated~microphage~1,Unassigned,Microviridae,Unassigned,69_0,Clustered,3,VC_69_0,3,0.8052,0.5,0.4026,1,1,1,1.0
233,Chimpanzee~faeces~associated~microphage~3,Unassigned,Microviridae,Unassigned,69_0,Clustered,3,VC_69_0,3,0.8052,0.5,0.4026,1,1,1,1.0
234,Chlamydia~phage~2,Unassigned,Microviridae,Chlamydiamicrovirus,67_0,Clustered,13,VC_67_0,13,0.8466,1.0,0.8466,3,1,1,1.0
235,Chlamydia~phage~4,Unassigned,Microviridae,Chlamydiamicrovirus,67_0,Clustered,13,VC_67_0,13,0.8466,1.0,0.8466,3,1,1,1.0
236,Chlamydia~virus~CPAR39,Unassigned,Microviridae,Chlamydiamicrovirus,67_0,Clustered,13,VC_67_0,13,0.8466,1.0,0.8466,3,1,1,1.0
237,Citrobacter~phage~CF1~ERZ-2017,Caudovirales,Myoviridae,Moonvirus,33_7,Clustered,3,VC_33_7,3,0.02,0.9974352,0.0199,1,1,1,1.0
238,Citrobacter~phage~CR44b,Caudovirales,Podoviridae,Teseptimavirus,201_0,Clustered,60,VC_201_0,60,0.9846,1.0,0.9846,4,1,1,1.0
239,Citrobacter~phage~CR8,Caudovirales,Podoviridae,Teseptimavirus,201_0,Clustered,60,VC_201_0,60,0.9846,1.0,0.9846,4,1,1,1.0
240,Citrobacter~phage~CVT22,Caudovirales,Podoviridae,Unassigned,191_0,Clustered,4,VC_191_0,4,0.637,0.99995298,0.637,1,3,2,1.0
241,Citrobacter~phage~IME-CF2,Caudovirales,Myoviridae,Unassigned,36_1,Clustered,8,VC_36_1,8,0.2211,1.0,0.2211,1,1,1,1.0
242,Citrobacter~phage~Margaery,Caudovirales,Myoviridae,Unassigned,36_1,Clustered,8,VC_36_1,8,0.2211,1.0,0.2211,1,1,1,1.0
243,Citrobacter~phage~Merlin,Caudovirales,Myoviridae,Moonvirus,33_7,Clustered,3,VC_33_7,3,0.02,0.9974352,0.0199,1,1,1,1.0
244,Citrobacter~phage~Michonne,Caudovirales,Myoviridae,Mooglevirus,15_0,Clustered,25,VC_15_0,25,0.9047,1.0,0.9047,5,1,1,0.9967
245,Citrobacter~phage~Miller,Caudovirales,Myoviridae,Unassigned,36_1,Clustered,8,VC_36_1,8,0.2211,1.0,0.2211,1,1,1,1.0
246,Citrobacter~phage~Moogle,Caudovirales,Myoviridae,Mooglevirus,15_0,Clustered,25,VC_15_0,25,0.9047,1.0,0.9047,5,1,1,0.9967
247,Citrobacter~phage~Moon,Caudovirales,Myoviridae,Moonvirus,33_7,Clustered,3,VC_33_7,3,0.02,0.9974352,0.0199,1,1,1,1.0
248,Citrobacter~phage~Mordin,Caudovirales,Myoviridae,Mooglevirus,15_0,Clustered,25,VC_15_0,25,0.9047,1.0,0.9047,5,1,1,0.9967
249,Citrobacter~phage~SH1,Caudovirales,Podoviridae,Teseptimavirus,201_0,Clustered,60,VC_201_0,60,0.9846,1.0,0.9846,4,1,1,1.0
250,Citrobacter~phage~SH2,Caudovirales,Podoviridae,Teseptimavirus,201_0,Clustered,60,VC_201_0,60,0.9846,1.0,0.9846,4,1,1,1.0
251,Citrobacter~phage~SH3,Caudovirales,Podoviridae,Teseptimavirus,201_0,Clustered,60,VC_201_0,60,0.9846,1.0,0.9846,4,1,1,1.0
252,Citrobacter~phage~SH4,Caudovirales,Podoviridae,Teseptimavirus,201_0,Clustered,60,VC_201_0,60,0.9846,1.0,0.9846,4,1,1,1.0
253,Citrobacter~phage~phiCFP-1,Caudovirales,Podoviridae,Teseptimavirus,201_0,Clustered,60,VC_201_0,60,0.9846,1.0,0.9846,4,1,1,1.0
254,Citrobacter~phage~vB_CfrM_CfP1,Caudovirales,Myoviridae,Unassigned,36_1,Clustered,8,VC_36_1,8,0.2211,1.0,0.2211,1,1,1,1.0
255,Citrobacter~virus~Stevie,Caudovirales,Siphoviridae,Tlsvirus,204_0,Clustered,32,VC_204_0,32,0.9814,1.0,0.9814,10,1,1,0.9355
256,Clavibacter~phage~CMP1,Caudovirales,Siphoviridae,Cimpunavirus,83_0,Clustered,3,VC_83_0,3,0.5965,0.9859071,0.5881,3,1,1,1.0
257,Clavibacter~phage~CN1A,Caudovirales,Siphoviridae,Cinunavirus,83_0,Clustered,3,VC_83_0,3,0.5965,0.9859071,0.5881,3,1,1,1.0
258,Clostridium~phage~CDMH1,Caudovirales,Myoviridae,Lubbockvirus,113_2,Clustered,4,VC_113_2,4,0.3816,0.99997503,0.3816,2,1,1,1.0
259,Clostridium~phage~PhiS63,Caudovirales,Siphoviridae,Unassigned,120_0,Clustered,3,VC_120_0,3,0.2987,0.99119836,0.296,1,1,1,1.0
260,Clostridium~phage~phi3626,Caudovirales,Siphoviridae,Unassigned,120_0,Clustered,3,VC_120_0,3,0.2987,0.99119836,0.296,1,1,1,1.0
261,Clostridium~phage~phiCD111,Caudovirales,Siphoviridae,Unassigned,206_0,Clustered,3,VC_206_0,3,0.5684,0.9971018,0.5668,1,1,1,1.0
262,Clostridium~phage~phiCD146,Caudovirales,Siphoviridae,Unassigned,206_0,Clustered,3,VC_206_0,3,0.5684,0.9971018,0.5668,1,1,1,1.0
263,Clostridium~phage~phiCD38-2,Caudovirales,Siphoviridae,Unassigned,206_0,Clustered,3,VC_206_0,3,0.5684,0.9971018,0.5668,1,1,1,1.0
264,Clostridium~phage~phiCD481-1,Caudovirales,Myoviridae,Unassigned,207_0,Clustered,5,VC_207_0,5,0.5749,0.99999985,0.5749,1,1,1,1.0
265,Clostridium~phage~phiCD505,Caudovirales,Myoviridae,Lubbockvirus,113_1,Clustered,3,VC_113_1,3,0.2478,0.99788092,0.2473,2,1,1,1.0
266,Clostridium~phage~phiCD506,Caudovirales,Myoviridae,Unassigned,207_0,Clustered,5,VC_207_0,5,0.5749,0.99999985,0.5749,1,1,1,1.0
267,Clostridium~phage~phiCDHM11,Caudovirales,Myoviridae,Unassigned,207_0,Clustered,5,VC_207_0,5,0.5749,0.99999985,0.5749,1,1,1,1.0
268,Clostridium~phage~phiCDHM13,Caudovirales,Myoviridae,Unassigned,207_0,Clustered,5,VC_207_0,5,0.5749,0.99999985,0.5749,1,1,1,1.0
269,Clostridium~phage~phiCDHM19,Caudovirales,Myoviridae,Lubbockvirus,113_0,Clustered,2,VC_113_0,2,0.1199,0.94941622,0.1139,2,1,1,1.0
270,Clostridium~phage~phiCP13O,Caudovirales,Siphoviridae,Unassigned,210_0,Clustered,4,VC_210_0,4,1.0,1.0,1.0,1,1,1,1.0
271,Clostridium~phage~phiCP26F,Caudovirales,Siphoviridae,Unassigned,210_0,Clustered,4,VC_210_0,4,1.0,1.0,1.0,1,1,1,1.0
272,Clostridium~phage~phiCP34O,Caudovirales,Siphoviridae,Unassigned,210_0,Clustered,4,VC_210_0,4,1.0,1.0,1.0,1,1,1,1.0
273,Clostridium~phage~phiCP39-O,Caudovirales,Siphoviridae,Unassigned,210_0,Clustered,4,VC_210_0,4,1.0,1.0,1.0,1,1,1,1.0
274,Clostridium~phage~phiCP7R,Caudovirales,Podoviridae,Unassigned,208_0,Clustered,3,VC_208_0,3,0.8161,0.9595722,0.7831,1,1,1,1.0
275,Clostridium~phage~phiCPV4,Caudovirales,Podoviridae,Unassigned,208_0,Clustered,3,VC_208_0,3,0.8161,0.9595722,0.7831,1,1,1,1.0
276,Clostridium~phage~phiCT19406A,Caudovirales,Myoviridae,Unassigned,125_0,Clustered,2,VC_125_0,2,0.4587,0.9410422,0.4316,1,1,1,1.0
277,Clostridium~phage~phiCT19406B,Caudovirales,Siphoviridae,Unassigned,121_0,Clustered,3,VC_121_0,3,0.4547,0.99791205,0.4537,1,1,1,1.0
278,Clostridium~phage~phiCT453B,Caudovirales,Siphoviridae,Unassigned,121_0,Clustered,3,VC_121_0,3,0.4547,0.99791205,0.4537,1,1,1,1.0
279,Clostridium~phage~phiCTC2A,Caudovirales,Myoviridae,Unassigned,125_0,Clustered,2,VC_125_0,2,0.4587,0.9410422,0.4316,1,1,1,1.0
280,Clostridium~phage~phiCTC2B,Caudovirales,Siphoviridae,Unassigned,121_0,Clustered,3,VC_121_0,3,0.4547,0.99791205,0.4537,1,1,1,1.0
281,Clostridium~phage~phiCTP1,Caudovirales,Siphoviridae,Unassigned,209_0,Clustered,2,VC_209_0,2,0.4391,0.89847992,0.3946,1,1,1,1.0
282,Clostridium~phage~phiMMP01,Caudovirales,Myoviridae,Lubbockvirus,113_2,Clustered,4,VC_113_2,4,0.3816,0.99997503,0.3816,2,1,1,1.0
283,Clostridium~phage~phiMMP02,Caudovirales,Myoviridae,Lubbockvirus,113_1,Clustered,3,VC_113_1,3,0.2478,0.99788092,0.2473,2,1,1,1.0
284,Clostridium~phage~phiMMP03,Caudovirales,Myoviridae,Lubbockvirus,113_2,Clustered,4,VC_113_2,4,0.3816,0.99997503,0.3816,2,1,1,1.0
285,Clostridium~phage~phiMMP04,Caudovirales,Myoviridae,Unassigned,207_0,Clustered,5,VC_207_0,5,0.5749,0.99999985,0.5749,1,1,1,1.0
286,Clostridium~phage~phiSM101,Caudovirales,Siphoviridae,Unassigned,120_0,Clustered,3,VC_120_0,3,0.2987,0.99119836,0.296,1,1,1,1.0
287,Clostridium~phage~phiZP2,Caudovirales,Podoviridae,Unassigned,208_0,Clustered,3,VC_208_0,3,0.8161,0.9595722,0.7831,1,1,1,1.0
288,Clostridium~virus~phiC2,Caudovirales,Myoviridae,Cd119virus,113_2,Clustered,4,VC_113_2,4,0.3816,0.99997503,0.3816,2,1,1,1.0
289,Clostridium~virus~phiCD119,Caudovirales,Myoviridae,Cd119virus,113_0,Clustered,2,VC_113_0,2,0.1199,0.94941622,0.1139,2,1,1,1.0
290,Clostridium~virus~phiCD27,Caudovirales,Myoviridae,Cd119virus,113_1,Clustered,3,VC_113_1,3,0.2478,0.99788092,0.2473,2,1,1,1.0
291,Corynebacterium~phage~C3PO,Caudovirales,Siphoviridae,Ceetrepovirus,211_0,Clustered,3,VC_211_0,3,0.6886,0.99426699,0.6846,1,1,1,1.0
292,Corynebacterium~phage~Darwin,Caudovirales,Siphoviridae,Ceetrepovirus,211_0,Clustered,3,VC_211_0,3,0.6886,0.99426699,0.6846,1,1,1,1.0
293,Corynebacterium~phage~Poushou,Caudovirales,Siphoviridae,Poushouvirus,213_0,Clustered,2,VC_213_0,2,0.4232,0.85557782,0.3621,2,1,1,1.0
294,Corynebacterium~phage~Zion,Caudovirales,Siphoviridae,Ceetrepovirus,211_0,Clustered,3,VC_211_0,3,0.6886,0.99426699,0.6846,1,1,1,1.0
295,Cronobacter~phage~CR5,Caudovirales,Myoviridae,Unassigned,220_0,Clustered,3,VC_220_0,3,0.1052,0.998289,0.1051,1,1,1,1.0
296,Cronobacter~phage~Dev-CD-23823,Caudovirales,Podoviridae,Unassigned,60_0,Clustered,5,VC_60_0,5,0.5608,0.99999993,0.5608,1,1,1,1.0
297,Cronobacter~phage~Dev2,Caudovirales,Podoviridae,Teseptimavirus,201_0,Clustered,60,VC_201_0,60,0.9846,1.0,0.9846,4,1,1,1.0
298,Cronobacter~phage~S13,Caudovirales,Myoviridae,Unassigned,35_2,Clustered/Singleton,1,VC_35_2,1,0.0,1.0,0.0,1,1,1,1.0
299,Cronobacter~phage~vB_CsaM_GAP161,Caudovirales,Myoviridae,Unassigned,36_1,Clustered,8,VC_36_1,8,0.2211,1.0,0.2211,1,1,1,1.0
300,Cronobacter~phage~vB_CsaM_GAP32,Caudovirales,Myoviridae,Eneladusvirus,66_0,Clustered/Singleton,1,VC_66_0,1,0.0,1.0,0.0,1,1,1,1.0
301,Cronobacter~phage~vB_CsaP_GAP52,Caudovirales,Podoviridae,Unassigned,236_0,Clustered,2,VC_236_0,2,0.1707,0.95013813,0.1622,1,1,1,1.0
302,Cronobacter~phage~vB_CskP_GAP227,Caudovirales,Podoviridae,Unassigned,60_0,Clustered,5,VC_60_0,5,0.5608,0.99999993,0.5608,1,1,1,1.0
303,Cronobacter~virus~Esp2949-1,Caudovirales,Siphoviridae,Unassigned,204_0,Clustered,32,VC_204_0,32,0.9814,1.0,0.9814,10,1,1,0.9355
304,Cyanophage~9515-10a,Caudovirales,Podoviridae,Unassigned,148_0,Clustered,19,VC_148_0,19,0.9265,1.0,0.9265,1,1,1,1.0
305,Cyanophage~KBS-P-1A,Caudovirales,Podoviridae,Unassigned,148_0,Clustered,19,VC_148_0,19,0.9265,1.0,0.9265,1,1,1,1.0
306,Cyanophage~MED4-117,Unassigned,Unassigned,Unassigned,237_0,Clustered,2,VC_237_0,2,0.7881,0.72985431,0.5752,1,2,2,1.0
307,Cyanophage~NATL1A-7,Caudovirales,Podoviridae,Unassigned,148_0,Clustered,19,VC_148_0,19,0.9265,1.0,0.9265,1,1,1,1.0
308,Cyanophage~NATL2A-133,Caudovirales,Podoviridae,Unassigned,148_0,Clustered,19,VC_148_0,19,0.9265,1.0,0.9265,1,1,1,1.0
309,Cyanophage~P-RSM1,Caudovirales,Myoviridae,Unassigned,24_30,Clustered,2,VC_24_30,2,0.0148,0.93318491,0.0138,1,1,1,1.0
310,Cyanophage~P-RSM6,Caudovirales,Myoviridae,Unassigned,24_11,Clustered/Singleton,1,VC_24_11,1,0.0,1.0,0.0,1,1,1,1.0
311,Cyanophage~P-SSP2,Caudovirales,Podoviridae,Unassigned,148_0,Clustered,19,VC_148_0,19,0.9265,1.0,0.9265,1,1,1,1.0
312,Cyanophage~P-TIM40,Caudovirales,Myoviridae,Unassigned,24_22,Clustered/Singleton,1,VC_24_22,1,0.0,1.0,0.0,1,1,1,1.0
313,Cyanophage~PP,Caudovirales,Podoviridae,Unassigned,72_0,Clustered,2,VC_72_0,2,0.578,0.86822376,0.5018,1,1,1,1.0
314,Cyanophage~PSS2,Caudovirales,Siphoviridae,Unassigned,239_0,Clustered,2,VC_239_0,2,0.8901,0.72985431,0.6497,1,1,1,1.0
315,Cyanophage~S-RIM32,Caudovirales,Myoviridae,Unassigned,24_17,Clustered/Singleton,1,VC_24_17,1,0.0,1.0,0.0,1,1,1,1.0
316,Cyanophage~S-RIM50,Caudovirales,Myoviridae,Unassigned,24_7,Clustered,2,VC_24_7,2,0.0136,0.89781196,0.0123,1,1,1,1.0
317,Cyanophage~SS120-1,Caudovirales,Podoviridae,Unassigned,148_0,Clustered,19,VC_148_0,19,0.9265,1.0,0.9265,1,1,1,1.0
318,Cyanophage~Syn30,Caudovirales,Myoviridae,Unassigned,24_2,Clustered,2,VC_24_2,2,0.0135,0.88256284,0.012,1,1,1,0.0
319,Deep-sea~thermophilic~phage~D6E,Unassigned,Unassigned,Unassigned,122_0,Clustered,2,VC_122_0,2,0.3381,0.94092208,0.3181,1,2,2,1.0
320,Delftia~phage~IME-DE1,Caudovirales,Podoviridae,Teseptimavirus,201_0,Clustered,60,VC_201_0,60,0.9846,1.0,0.9846,4,1,1,1.0
321,Dickeya~phage~RC-2014,Caudovirales,Ackermannviridae,Limestonevirus,25_1,Clustered,21,VC_25_1,21,0.8084,1.0,0.8084,5,1,1,0.8286
322,Dickeya~virus~Limestone,Caudovirales,Ackermannviridae,Limestonevirus,25_1,Clustered,21,VC_25_1,21,0.8084,1.0,0.8084,5,1,1,0.8286
323,Dinoroseobacter~phage~DFL12phi1,Caudovirales,Podoviridae,Dfl12virus,9_0,Clustered,4,VC_9_0,4,0.2187,0.99998272,0.2187,2,1,1,1.0
324,ERR1753374_1,Unassigned,Unassigned,Unassigned,243_0,Clustered,123,VC_243_0,123,0.3928,1.0,0.3928,1,1,1,1.0
325,ERR1753375_1,Unassigned,Unassigned,Unassigned,243_0,Clustered,123,VC_243_0,123,0.3928,1.0,0.3928,1,1,1,1.0
326,ERR1753376_1,Unassigned,Unassigned,Unassigned,243_0,Clustered,123,VC_243_0,123,0.3928,1.0,0.3928,1,1,1,1.0
